Media Source,Date,Text,Compound score,Negative,Neutral,Positive,Tweets Ago
CNN,Tue Jul 31 15:43:02 +0000 2018,MoviePass is raising its price and cutting access to blockbusters https://t.co/xhT0ok50fE,-0.128,0.13,0.87,0.0,82
CNN,Tue Jul 31 15:30:36 +0000 2018,Al Franken hasn't ruled out another run for office https://t.co/XfCNRa1M4d https://t.co/Tf88oPsXPO,0.0,0.0,1.0,0.0,83
CNN,Tue Jul 31 15:20:24 +0000 2018,France has banned smartphones from schools https://t.co/ACV6lKRkQZ https://t.co/eZUJ5LUKsf,-0.4588,0.3,0.7,0.0,84
CNN,Tue Jul 31 15:10:12 +0000 2018,Trump administration officials face Congress on family reunification efforts https://t.co/1lMdsSpdKr https://t.co/6Dynesamoe,0.0,0.0,1.0,0.0,85
CNN,Tue Jul 31 15:03:06 +0000 2018,Police are investigating a South Korean company that claimed to have discovered a sunken Russian warship with $8.9… https://t.co/1BVhPpIOF0,-0.1779,0.096,0.904,0.0,86
CNN,Tue Jul 31 14:56:00 +0000 2018,The trial of former Trump campaign chairman Paul Manafort begins today with jury selection https://t.co/a7C8kgzqSE,0.0,0.0,1.0,0.0,87
CNN,Tue Jul 31 14:45:33 +0000 2018,"Scientists have discovered a rare dolphin-whale hybrid off the coast of Kauai, Hawaii https://t.co/wKMmnNBMu2 https://t.co/qOwAhrAtfN",0.0,0.0,1.0,0.0,88
CNN,Tue Jul 31 14:39:18 +0000 2018,The secret Donald Trump and Rudy Giuliani know about the Russia probe | Analysis by Chris Cillizza… https://t.co/m8gWSDG6cg,0.0,0.0,1.0,0.0,89
CNN,Tue Jul 31 14:33:12 +0000 2018,"A Florida woman says ambulance workers wouldn't take her daughter to the hospital, assuming the family couldn't aff… https://t.co/q9kE7A8CGI",0.0,0.0,1.0,0.0,90
CNN,Tue Jul 31 14:26:29 +0000 2018,"LeBron James says he thinks the President is using athletics, and athletes, to divide the country -- and that's som… https://t.co/aIhDcg2Y69",0.0,0.0,1.0,0.0,91
CNN,Tue Jul 31 14:01:48 +0000 2018,"The company that just unveiled a $2 million electric car makes one for $11,000, too https://t.co/IkwJRH0QBO",0.0,0.0,1.0,0.0,92
CNN,Tue Jul 31 13:48:38 +0000 2018,How President Trump's abortion gag rule policy impacts the global AIDS crisis https://t.co/KKHNredsZ5 https://t.co/tTw6pxcIbz,-0.7579,0.351,0.649,0.0,93
CNN,Tue Jul 31 13:36:36 +0000 2018,"Demi Lovato is experiencing ""complications"" and remains hospitalized following her apparent drug overdose, two sour… https://t.co/wVTV155BgI",0.0,0.0,1.0,0.0,94
CNN,Tue Jul 31 13:27:42 +0000 2018,Airport security might be about to get a lot easier https://t.co/igSexVVb2h,0.6369,0.0,0.606,0.394,95
CNN,Tue Jul 31 13:16:04 +0000 2018,Alan Alda reveals he has Parkinson's disease https://t.co/SPSvYGdBeJ https://t.co/exeyWx97ES,0.0,0.0,1.0,0.0,96
CNN,Tue Jul 31 13:04:06 +0000 2018,"President Trump says 3-D printed guns being available to download ""doesn't seem to make much sense""… https://t.co/OGemtFyhcc",0.0,0.0,1.0,0.0,97
CNN,Tue Jul 31 12:55:27 +0000 2018,Track the latest developments in the trials of former Trump campaign chairman Paul Manafort https://t.co/0X26XJSqWF https://t.co/sorCOl1f8h,0.0,0.0,1.0,0.0,98
CNN,Tue Jul 31 12:43:03 +0000 2018,"President Trump repeats Rudy Giuliani defense that ""collusion is not a crime,"" even though he continues to deny any… https://t.co/v4jQ2XGmb2",-0.2263,0.115,0.813,0.072,99
Fox,Wed Aug 01 02:18:01 +0000 2018,@benschwarz nooo pressure whatsoever,-0.296,0.423,0.577,0.0,0
Fox,Wed Aug 01 02:03:31 +0000 2018,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,0.0,0.0,1.0,0.0,1
Fox,Wed Aug 01 01:53:15 +0000 2018,@Mandy_Kerr the winds have been gracious,0.5574,0.0,0.581,0.419,2
Fox,Tue Jul 31 23:27:35 +0000 2018,@soxyface thank you! I’m hydrating ⛲️,0.4199,0.0,0.642,0.358,3
Fox,Tue Jul 31 22:58:07 +0000 2018,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",-0.4019,0.119,0.881,0.0,4
Fox,Thu Jul 19 22:21:10 +0000 2018,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,0.6924,0.0,0.778,0.222,5
Fox,Wed Jul 11 21:30:06 +0000 2018,More Boston snaps. https://t.co/NCcWPSV8yX,0.0,0.0,1.0,0.0,6
Fox,Mon Jul 09 23:35:49 +0000 2018,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",0.4926,0.0,0.856,0.144,7
Fox,Mon Jul 09 20:12:02 +0000 2018,"@mattopsahl lol, offensive",-0.0516,0.441,0.147,0.412,8
Fox,Mon Jul 09 19:43:29 +0000 2018,"@tompedals yay, hello, hi! 👋🏻",0.5707,0.0,0.52,0.48,9
Fox,Mon Jul 09 19:43:13 +0000 2018,"@madalynrose thanks, Madalyn. 💖",0.4404,0.0,0.408,0.592,10
Fox,Mon Jul 09 19:43:04 +0000 2018,"@andymcmillan weee, thank you!!",0.4738,0.0,0.493,0.507,11
Fox,Mon Jul 09 19:42:56 +0000 2018,@jennwrites 💖💖💖,0.0,0.0,1.0,0.0,12
Fox,Mon Jul 09 19:42:42 +0000 2018,@paulozoom thank you! it is awesome :),0.8718,0.0,0.288,0.712,13
Fox,Mon Jul 09 19:42:27 +0000 2018,@brianloveswords thank you 🙇🏻‍♀️,0.3612,0.0,0.545,0.455,14
Fox,Mon Jul 09 19:42:10 +0000 2018,"@patrickhamann thanks, Patrick! 💖",0.4926,0.0,0.385,0.615,15
Fox,Mon Jul 09 19:41:56 +0000 2018,@lynnandtonic thank you and I will miss you!,0.2942,0.17,0.532,0.297,16
Fox,Mon Jul 09 17:17:20 +0000 2018,"@patrickbjohnson nah, only here for a week. travelling alone so don’t want to make it a very long trip (hashtag anx… https://t.co/sdzeg7AUmr",-0.2075,0.155,0.773,0.072,17
Fox,Mon Jul 09 17:06:00 +0000 2018,"@lrnrd thanks, bb 💖",0.4404,0.0,0.408,0.592,18
Fox,Mon Jul 09 13:04:47 +0000 2018,"@jstn Oh yeah, Coava, Stumptown and Good Coffee are my long standing favs!",0.6588,0.0,0.671,0.329,19
Fox,Mon Jul 09 13:00:00 +0000 2018,"I’m so spoiled by Melbourne standards I literally cannot drink this liquid that was just served to me as coffee

😂💀",0.0,0.0,1.0,0.0,20
Fox,Mon Jul 09 12:42:20 +0000 2018,"I’m excited to share that today is my first day at @helpscout as a front-end engineer on the design team, which is… https://t.co/LrW8L2lBcq",0.5574,0.0,0.813,0.187,21
Fox,Mon Jul 09 08:03:22 +0000 2018,"Here lies Karolina, defeated by jetlag after mere three hours of sleep.",-0.7096,0.371,0.629,0.0,22
Fox,Sun Jul 08 19:48:49 +0000 2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.0,0.837,0.163,23
Fox,Sun Jul 08 19:48:11 +0000 2018,@mctrebo Boston,0.0,0.0,1.0,0.0,24
Fox,Sun Jul 08 19:45:15 +0000 2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.15,0.85,0.0,25
Fox,Sun Jul 08 19:06:16 +0000 2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.1,0.9,0.0,26
Fox,Sun Jul 08 17:39:19 +0000 2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.0,0.807,0.193,27
Fox,Sun Jul 08 17:37:47 +0000 2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.0,0.933,0.067,28
Fox,Sun Jul 08 17:34:51 +0000 2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.32,0.334,0.346,29
Fox,Sat Jul 07 15:23:42 +0000 2018,@jilljubs Omg me too but I’m also afraid,0.0,0.0,1.0,0.0,30
Fox,Fri Jul 06 23:22:17 +0000 2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.0,0.791,0.209,31
Fox,Fri Jul 06 23:06:03 +0000 2018,MEL ✈️ LAX ✈️ BOS,0.0,0.0,1.0,0.0,32
Fox,Thu Jul 05 07:54:19 +0000 2018,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.0,0.637,0.363,33
Fox,Thu Jul 05 00:18:14 +0000 2018,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.1,0.9,0.0,34
Fox,Wed Jul 04 00:40:38 +0000 2018,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.0,0.865,0.135,35
Fox,Wed Jul 04 00:15:15 +0000 2018,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.156,0.599,0.246,36
Fox,Wed Jul 04 00:11:33 +0000 2018,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.0,0.441,0.559,37
Fox,Wed Jul 04 00:09:55 +0000 2018,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.0,0.258,0.742,38
Fox,Wed Jul 04 00:08:19 +0000 2018,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.16,0.72,0.12,39
Fox,Tue Jul 03 23:57:36 +0000 2018,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.07,0.93,0.0,40
Fox,Tue Jul 03 09:45:32 +0000 2018,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.088,0.84,0.072,41
Fox,Tue Jul 03 09:44:18 +0000 2018,"@karmel80 lol, I can’t even",0.4215,0.0,0.517,0.483,42
Fox,Tue Jul 03 09:06:17 +0000 2018,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.073,0.637,0.29,43
Fox,Tue Jul 03 09:03:13 +0000 2018,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.261,0.644,0.095,44
Fox,Tue Jul 03 08:32:36 +0000 2018,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.102,0.898,0.0,45
Fox,Tue Jul 03 08:28:42 +0000 2018,"Additionally, using „sexy industry” to describe tech is just another example of sexualisation that women will conti… https://t.co/rFgRgfZR7f",0.0,0.0,1.0,0.0,46
Fox,Tue Jul 03 08:27:09 +0000 2018,"He could just really look at his own employer, Uber, to learn about the inclusion and moral crisis that tech is cur… https://t.co/I3W252jNqe",-0.6249,0.157,0.843,0.0,47
Fox,Tue Jul 03 08:24:21 +0000 2018,"I’m not going any further, because the evidence is there for those who are willing to look for it instead of trying… https://t.co/gmd1QdIfJE",0.0,0.0,1.0,0.0,48
Fox,Tue Jul 03 08:22:45 +0000 2018,"A good place to start would be to familiarise yourself w/the @KaporCenter Tech Leavers study, portraying why people… https://t.co/McD9ZnlGXf",0.4404,0.0,0.854,0.146,49
Fox,Tue Jul 03 08:20:22 +0000 2018,"The sheer ignorance of white male privilege portrayed in this tweet is a reason why there aren’t more people, espec… https://t.co/BVSYqzUU0a",0.0,0.109,0.783,0.109,50
Fox,Tue Jul 03 08:05:37 +0000 2018,"@patriciarealini The echo chamber of white dudes seeing tech as easy runs deep, especially at Uber lol",0.7397,0.0,0.706,0.294,51
Fox,Tue Jul 03 04:49:02 +0000 2018,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",0.7717,0.0,0.789,0.211,52
Fox,Tue Jul 03 04:32:54 +0000 2018,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,0.0701,0.103,0.783,0.114,53
Fox,Tue Jul 03 04:32:32 +0000 2018,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",0.5719,0.053,0.792,0.155,54
Fox,Tue Jul 03 04:32:19 +0000 2018,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",0.2023,0.0,0.924,0.076,55
Fox,Tue Jul 03 03:20:06 +0000 2018,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,0.2732,0.0,0.769,0.231,56
Fox,Tue Jul 03 02:32:06 +0000 2018,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,0.5574,0.0,0.765,0.235,57
Fox,Tue Jul 03 02:24:43 +0000 2018,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,0.0,0.0,1.0,0.0,58
Fox,Tue Jul 03 01:37:12 +0000 2018,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",0.8588,0.0,0.667,0.333,59
Fox,Tue Jul 03 01:30:46 +0000 2018,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,0.0,0.0,1.0,0.0,60
Fox,Tue Jul 03 01:27:13 +0000 2018,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",0.4481,0.0,0.812,0.188,61
Fox,Tue Jul 03 01:18:36 +0000 2018,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,0.0,0.0,1.0,0.0,62
Fox,Mon Jul 02 23:18:55 +0000 2018,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",0.5574,0.0,0.777,0.223,63
Fox,Mon Jul 02 23:15:52 +0000 2018,"@LukesBeard omg, these are so great! also, love her outfit 😍",0.9,0.0,0.445,0.555,64
Fox,Mon Jul 02 23:10:08 +0000 2018,"@soniagupta504 🤦🏻‍♀️😡

I don’t know how not to be ashamed for whiteness anymore, to be honest.",0.7054,0.0,0.69,0.31,65
Fox,Mon Jul 02 06:58:47 +0000 2018,"RT @DelilahSDawson: Twitter, 2009: You followed me? Wow! I'll follow you, too! We'll be buddies! In the trenches! Hey, that lady said a sma…",0.7156,0.0,0.816,0.184,66
Fox,Mon Jul 02 06:33:24 +0000 2018,"@Mandy_Kerr @kylietimpani please tell me how to have a great time at the airport, I will be needing this advice soon 😂",0.7506,0.0,0.726,0.274,67
Fox,Mon Jul 02 06:30:21 +0000 2018,Humans author software and design with conscious and unknown biases baked in. Their prejudice and lack of education… https://t.co/sr8nCyi5WX,-0.6808,0.248,0.752,0.0,68
Fox,Mon Jul 02 05:13:27 +0000 2018,RT @ICSandwichGuy: https://t.co/n6lOb7f6g8,0.0,0.0,1.0,0.0,69
Fox,Mon Jul 02 02:51:31 +0000 2018,The European Group on Ethics in Science and New Technologies has been publishing reports on ethics since the early… https://t.co/F24DhJdhVT,0.0,0.0,1.0,0.0,70
Fox,Mon Jul 02 02:47:28 +0000 2018,"Ethical principles for technology:

→ Human dignity
→ Autonomy
→ Responsibility
→ Justice, equity, &amp; solidarity
→ D… https://t.co/NaXjoluxhv",0.891,0.0,0.463,0.537,71
Fox,Mon Jul 02 02:11:12 +0000 2018,"@omosolatweets 😡😡😡

This makes me very angry. Shared!",-0.2975,0.309,0.478,0.213,72
Fox,Mon Jul 02 02:10:35 +0000 2018,"What the living hell @TOABerlin? 

Do you sell photos of your attendees and/or allow press to use them however they… https://t.co/YkEMfHlZUE",-0.5719,0.18,0.745,0.075,73
Fox,Mon Jul 02 02:04:16 +0000 2018,@meelijane 😡,0.0,0.0,1.0,0.0,74
Fox,Mon Jul 02 02:04:04 +0000 2018,RT @omosolatweets: It recently came to my attention that an image of myself &amp; three other female attendees from a break during the @TOABerl…,0.0,0.0,1.0,0.0,75
Fox,Sun Jul 01 22:52:03 +0000 2018,"@Mandy_Kerr Thank you, Mandy. 😇💐",0.3612,0.0,0.615,0.385,76
Fox,Sat Jun 30 11:22:36 +0000 2018,"All white people should watch W. Kamau Bell’s newest stand up, “Private School Negro” immediately.

https://t.co/nzCFNCj5Kh",0.0,0.0,1.0,0.0,77
Fox,Sat Jun 30 08:19:58 +0000 2018,"These are only a few things I do on a daily basis. 

If you’re a man, consider how women perpetually live in fear a… https://t.co/Kmhe4XISP2",-0.4939,0.138,0.862,0.0,78
Fox,Sat Jun 30 08:18:20 +0000 2018,"8) when I can’t avoid confrontation, I’m polite and try to find excuses to not give them what they want (eg a phone… https://t.co/iJX8dOQawo",-0.0772,0.169,0.674,0.157,79
Fox,Sat Jun 30 08:09:27 +0000 2018,5) when I sense someone creepily following me I don’t engage. I walk faster with my phone out and look for other pe… https://t.co/dPqzY7bpld,0.34,0.0,0.893,0.107,80
Fox,Sat Jun 30 08:07:33 +0000 2018,"1) I don’t walk with headphones on after dark.
2) I don’t choose badly lit side streets; I stick to main roads with… https://t.co/VrJV74cCtB",-0.4767,0.134,0.866,0.0,81
Fox,Sat Jun 30 08:04:10 +0000 2018,"I had a conversation with a few women about perosnal safety recently and we, sadly, pretty much shared the same str… https://t.co/sU41H06OqF",0.6808,0.107,0.573,0.321,82
Fox,Sat Jun 30 08:01:57 +0000 2018,@janeruffino Mental illness has become a free getaway card for violent white men. It also stigmatizes mental health… https://t.co/exEW21yI3f,-0.5106,0.265,0.602,0.133,83
Fox,Sat Jun 30 04:43:58 +0000 2018,"If Silicon Valley diversity and inclusion initiatives are achieving any results, it’s sadly mostly affecting only w… https://t.co/qQZAzUarvu",-0.4215,0.141,0.859,0.0,84
Fox,Sat Jun 30 04:41:52 +0000 2018,@linzlovesyou 🤦🏻‍♀️ no no no no,-0.7783,0.815,0.185,0.0,85
Fox,Sat Jun 30 04:34:22 +0000 2018,RT @rightsagenda: Watch our @DanielHRLC's address to the UN Human Rights Council last night about the Turnbull Government's deliberate dest…,0.0,0.0,1.0,0.0,86
Fox,Sat Jun 30 04:31:26 +0000 2018,@kylietimpani I feel so seen,0.0,0.0,1.0,0.0,87
Fox,Sat Jun 30 02:11:57 +0000 2018,"„Surveillance is not only a means of watching or tracking, it is also a mechanism for social sorting.”

 —Virgina E… https://t.co/INEmQdekvg",0.0,0.0,1.0,0.0,88
Fox,Sat Jun 30 02:01:27 +0000 2018,"@Gemma_Stiles thank you, Gemma! that’s very kind. 💖",0.7569,0.0,0.435,0.565,89
Fox,Sat Jun 30 02:01:05 +0000 2018,"@corywheeler1 @jesslynnrose @samhouston thank you, y’all 😇 💐",0.3612,0.0,0.667,0.333,90
Fox,Sat Jun 30 00:57:09 +0000 2018,"One of the things that annoy the living hell out of me in SaaS is:

1) not sending monthly invoices via email
2) ch… https://t.co/B3JmezlHoE",-0.8176,0.246,0.754,0.0,91
Fox,Fri Jun 29 23:54:44 +0000 2018,"I really love how @Xero rubs it in by charging for an additional month even after cancellation.

Horrifying service… https://t.co/NTkwQGZSHi",0.2006,0.147,0.675,0.178,92
Fox,Fri Jun 29 23:52:30 +0000 2018,"The perpetuation of drinking in the tech industry, especially in professional settings like offices, meetups and co… https://t.co/F1WptRlAaS",0.3612,0.0,0.872,0.128,93
Fox,Fri Jun 29 05:26:19 +0000 2018,"👩🏻‍🎓 More talk research: 

What prevents you from building ethical products and companies? 
What would empower you… https://t.co/SzZNgJXz6g",0.5574,0.0,0.777,0.223,94
Fox,Fri Jun 29 05:10:55 +0000 2018,I’ll be making it over to Perth in August to keynote @DDDPerth and talk about building a welcoming Web for everyone… https://t.co/Y6BFKG7weE,0.4404,0.0,0.873,0.127,95
Fox,Thu Jun 28 23:10:43 +0000 2018,RT @notwaldorf: I made a music sequencer! In JavaScript! It even uses Machine Learning to try to match drums to a synth melody you create!…,0.0,0.0,1.0,0.0,96
Fox,Thu Jun 28 22:31:19 +0000 2018,"RT @anitasarkeesian: ""they're just words""
""you can't take a joke""
""you're just making it up""
""it's just boys being boys""
""it's just the way…",-0.2235,0.079,0.921,0.0,97
Fox,Thu Jun 28 04:47:58 +0000 2018,"Nowadays, the most significant performance wins for perceived speed, and user experience lay in web fonts and JavaS… https://t.co/xtHruZgFnm",0.7233,0.0,0.737,0.263,98
Fox,Thu Jun 28 00:53:02 +0000 2018,"@mor10 Thank you for the recommendations! I have few others on my list as well, but didn’t manage to read 10+ books for one talk. 😅",0.3802,0.0,0.86,0.14,99
NYTimes,Wed Aug 01 02:17:03 +0000 2018,"RT @nytpolitics: Alex Jones, the founder of InfoWars, is seeking over $100,000 in court costs from the parents of Noah Pozner, who died at…",-0.5574,0.135,0.865,0.0,0
NYTimes,Wed Aug 01 02:02:03 +0000 2018,"A giant colony of 500,000 breeding pairs of king penguins has lost 90% of its population since 1982, according to a… https://t.co/0R7powHbgN",-0.3182,0.103,0.897,0.0,1
NYTimes,Wed Aug 01 01:47:05 +0000 2018,"An artist transformed a Chinatown alley into a blocklong asphalt mural, as part of a NYC program to create art-fill… https://t.co/3VcPPaHxsD",0.2732,0.0,0.89,0.11,2
NYTimes,Wed Aug 01 01:32:03 +0000 2018,New offices are being designed with a focus on the well-being of the people who work in them: “I definitely find my… https://t.co/8gaAsG70i9,0.4019,0.0,0.886,0.114,3
NYTimes,Wed Aug 01 01:17:05 +0000 2018,RT @SominiSengupta: A city of empire and jazz and leftist rebels and trees pushing through the moldy old buildings. Now a city at profound…,-0.2023,0.079,0.921,0.0,4
NYTimes,Wed Aug 01 01:02:03 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/DTKywb0jzZ,0.0,0.0,1.0,0.0,5
NYTimes,Wed Aug 01 00:47:04 +0000 2018,Is this the end for MoviePass? Here’s a timeline of company’s highs and lows. https://t.co/xh64zQTsx0,-0.2023,0.122,0.878,0.0,6
NYTimes,Wed Aug 01 00:32:04 +0000 2018,The Carr Fire is the largest of 17 wildfires now raging in California. It is heading west after tearing through Red… https://t.co/Otc1u53Emt,-0.7003,0.225,0.775,0.0,7
NYTimes,Wed Aug 01 00:17:04 +0000 2018,"RT @nytimesbooks: BookTube: It's like YouTube, but for readers https://t.co/Dp9GOCjNZN",0.1901,0.0,0.837,0.163,8
NYTimes,Wed Aug 01 00:02:04 +0000 2018,Charles Koch and Donald Trump were never going to be friends. Here's why and how that is unnerving Republicans. https://t.co/pXGNF2Ss9z,0.4767,0.0,0.86,0.14,9
NYTimes,Tue Jul 31 23:47:02 +0000 2018,You shouldn't skip the opening credits. @poniewozik explains why.  https://t.co/FYgA4oXvJY,0.3612,0.0,0.783,0.217,10
NYTimes,Tue Jul 31 23:32:04 +0000 2018,"Aeromexico plane crashes in Mexico, but officials say everyone survived https://t.co/FtQeaCmjaS",0.6652,0.0,0.692,0.308,11
NYTimes,Tue Jul 31 23:17:03 +0000 2018,"RT @jdelreal: I’ve been here in Redding, CA reporting on the horrific Carr Fire and the devastation it has left behind. There’s no filter o…",-0.8957,0.36,0.64,0.0,12
NYTimes,Tue Jul 31 23:02:01 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/GQqBbeDBkS,0.0,0.0,1.0,0.0,13
NYTimes,Tue Jul 31 22:56:04 +0000 2018,RT @dougmillsnyt: .@realDonaldTrump greets a young supporter as he arrives in Tampa Florida for a MAGA campaign rally. https://t.co/y4Xyzlj…,0.4019,0.0,0.802,0.198,14
NYTimes,Tue Jul 31 22:44:45 +0000 2018,Breaking News: A plan to post blueprints online for how to make 3-D guns was temporarily blocked by a judge in Seat… https://t.co/mWTjCK2pco,-0.2732,0.095,0.905,0.0,15
NYTimes,Tue Jul 31 22:32:02 +0000 2018,"The NBA announced that MGM Resorts International will be the league’s official gaming partner, the first partnershi… https://t.co/yFi4bJrZW8",0.0,0.0,1.0,0.0,16
NYTimes,Tue Jul 31 22:16:05 +0000 2018,"RT @cliffordlevy: Some personal news:
I’m becoming editor of @nytmetro. I’m thrilled to have the opportunity to partner with the many aweso…",0.6908,0.0,0.778,0.222,17
NYTimes,Tue Jul 31 22:02:08 +0000 2018,Paul Manafort used the first day of his tax fraud trial to reveal his defense strategy: blaming his longtime busine… https://t.co/nrGTWQPBwW,-0.7579,0.264,0.679,0.057,18
NYTimes,Tue Jul 31 21:47:07 +0000 2018,"RT @kimseverson: While Amazon and the big stores punch each other in the face, a tiny revolution in grocery shopping is bubbling up in smal…",0.1779,0.0,0.931,0.069,19
NYTimes,Tue Jul 31 21:32:04 +0000 2018,San Francisco officials want to ban new tech company cafeterias in an effort to revitalize local neighborhoods https://t.co/217l9Kiagr,-0.5106,0.172,0.766,0.062,20
NYTimes,Tue Jul 31 21:17:01 +0000 2018,"“It’s as if the Israeli people simply abandoned us. They say they didn’t. But according to the clauses of this law,… https://t.co/AGVOSy4S9f",-0.4588,0.125,0.875,0.0,21
NYTimes,Tue Jul 31 21:00:11 +0000 2018,"In the Florida governor’s race, just one issue counts: President Trump. Here’s how the president and Fox News are t… https://t.co/MnejyM2pjz",0.0,0.0,1.0,0.0,22
NYTimes,Tue Jul 31 20:45:08 +0000 2018,A former fraternity brother of the now-banned Beta Theta Pi chapter at Penn State University was sentenced to three… https://t.co/Pcdeq9TCBa,-0.0258,0.058,0.942,0.0,23
NYTimes,Tue Jul 31 20:31:04 +0000 2018,"RT @nytimesarts: Klaus Biesenbach, the director of MoMA PS1, has been chosen to lead @MOCAlosangeles https://t.co/U3o9UL5Dtj",0.0,0.0,1.0,0.0,24
NYTimes,Tue Jul 31 20:15:10 +0000 2018,"President Trump said he’d be willing to talk to Iran’s leaders “without preconditions.”
Those leaders say Trump can… https://t.co/gb4tdNU3fV",0.0,0.0,1.0,0.0,25
NYTimes,Tue Jul 31 20:00:13 +0000 2018,"In March, China voted 2,958 to 2 to abolish a term limit for its top leader Xi Jinping. Now, nearly 5 months later,… https://t.co/YwVBLsXDYS",0.2023,0.0,0.917,0.083,26
NYTimes,Tue Jul 31 19:45:10 +0000 2018,"In an effort to turn away from opioids, doctors are prescribing an injectable drug called Depo-Medrol. What they do… https://t.co/LX6JfIukn2",0.0,0.0,1.0,0.0,27
NYTimes,Tue Jul 31 19:30:12 +0000 2018,TripAdvisor and the International Rescue Committee launched a new program — Welcome Home — to give recently resettl… https://t.co/SA4fMdI6dO,0.7783,0.0,0.625,0.375,28
NYTimes,Tue Jul 31 19:15:09 +0000 2018,"Film Forum, a haven for foreign, indie and classic films, is reopening after a major renovation. 10 filmmakers look… https://t.co/tJTr8QWKzl",0.0,0.0,1.0,0.0,29
NYTimes,Tue Jul 31 19:00:07 +0000 2018,Austin is renaming sites that honored Confederate soldiers. But the city is also contending with an uncomfortable t… https://t.co/QPjeUCSbXs,0.296,0.111,0.726,0.162,30
NYTimes,Tue Jul 31 18:45:07 +0000 2018,"Nearly 70 clergy and lay people, including 3 bishops, are under investigation in Chile for cases involving sexual a… https://t.co/Ld7UAieiuI",0.0,0.0,1.0,0.0,31
